system,case_id,run,run_status,run_id,source_file,required_fields_present,required_fields_missing,context_usage,constraint_satisfaction,completeness,ground_truth_correctness,unsupported_fact_flags,human_evaluation_status,open_language_quality,evaluation_version,evaluation_source
ChatGPT,customer_support_01,1,available,chatgpt_customer_support_01_1,llm_runs/chatgpt/chatgpt_customer_support_01_run_1.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_01,2,available,chatgpt_customer_support_01_2,llm_runs/chatgpt/chatgpt_customer_support_01_run_2.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_01,3,available,chatgpt_customer_support_01_3,llm_runs/chatgpt/chatgpt_customer_support_01_run_3.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_02,1,available,chatgpt_customer_support_02_1,llm_runs/chatgpt/chatgpt_customer_support_02_run_1.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_02,2,available,chatgpt_customer_support_02_2,llm_runs/chatgpt/chatgpt_customer_support_02_run_2.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_02,3,available,chatgpt_customer_support_02_3,llm_runs/chatgpt/chatgpt_customer_support_02_run_3.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_03,1,available,chatgpt_customer_support_03_1,llm_runs/chatgpt/chatgpt_customer_support_03_run_1.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_03,2,available,chatgpt_customer_support_03_2,llm_runs/chatgpt/chatgpt_customer_support_03_run_2.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_03,3,available,chatgpt_customer_support_03_3,llm_runs/chatgpt/chatgpt_customer_support_03_run_3.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_04,1,available,chatgpt_customer_support_04_1,llm_runs/chatgpt/chatgpt_customer_support_04_run_1.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_04,2,available,chatgpt_customer_support_04_2,llm_runs/chatgpt/chatgpt_customer_support_04_run_2.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_04,3,available,chatgpt_customer_support_04_3,llm_runs/chatgpt/chatgpt_customer_support_04_run_3.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_05,1,available,chatgpt_customer_support_05_1,llm_runs/chatgpt/chatgpt_customer_support_05_run_1.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_05,2,available,chatgpt_customer_support_05_2,llm_runs/chatgpt/chatgpt_customer_support_05_run_2.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
ChatGPT,customer_support_05,3,available,chatgpt_customer_support_05_3,llm_runs/chatgpt/chatgpt_customer_support_05_run_3.json,True,[],True,True,True,True,[],pending,,evaluation-v2,raw_response_reparsed
Builder,outfit_01,1,available,builder_outfit_01_1,builder_runs/outfit_01/run_1.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,outfit_01,2,available,builder_outfit_01_2,builder_runs/outfit_01/run_2.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,outfit_01,3,available,builder_outfit_01_3,builder_runs/outfit_01/run_3.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,outfit_02,1,available,builder_outfit_02_1,builder_runs/outfit_02/run_1.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,outfit_02,2,available,builder_outfit_02_2,builder_runs/outfit_02/run_2.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,outfit_02,3,available,builder_outfit_02_3,builder_runs/outfit_02/run_3.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,outfit_03,1,available,builder_outfit_03_1,builder_runs/outfit_03/run_1.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,outfit_03,2,available,builder_outfit_03_2,builder_runs/outfit_03/run_2.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,outfit_03,3,available,builder_outfit_03_3,builder_runs/outfit_03/run_3.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,presentation_01,1,available,builder_presentation_01_1,builder_runs/presentation_01/run_1.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,presentation_01,2,available,builder_presentation_01_2,builder_runs/presentation_01/run_2.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,presentation_01,3,available,builder_presentation_01_3,builder_runs/presentation_01/run_3.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,presentation_02,1,available,builder_presentation_02_1,builder_runs/presentation_02/run_1.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,presentation_02,2,available,builder_presentation_02_2,builder_runs/presentation_02/run_2.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,presentation_02,3,available,builder_presentation_02_3,builder_runs/presentation_02/run_3.json,True,[],True,True,True,not_applicable,[],pending,human_evaluation_required,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_01,1,available,builder_customer_support_01_1,builder_runs/customer_support_01/run_1.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_01,2,available,builder_customer_support_01_2,builder_runs/customer_support_01/run_2.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_01,3,available,builder_customer_support_01_3,builder_runs/customer_support_01/run_3.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_02,1,available,builder_customer_support_02_1,builder_runs/customer_support_02/run_1.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_02,2,available,builder_customer_support_02_2,builder_runs/customer_support_02/run_2.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_02,3,available,builder_customer_support_02_3,builder_runs/customer_support_02/run_3.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_03,1,available,builder_customer_support_03_1,builder_runs/customer_support_03/run_1.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_03,2,available,builder_customer_support_03_2,builder_runs/customer_support_03/run_2.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_03,3,available,builder_customer_support_03_3,builder_runs/customer_support_03/run_3.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_04,1,available,builder_customer_support_04_1,builder_runs/customer_support_04/run_1.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_04,2,available,builder_customer_support_04_2,builder_runs/customer_support_04/run_2.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_04,3,available,builder_customer_support_04_3,builder_runs/customer_support_04/run_3.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_05,1,available,builder_customer_support_05_1,builder_runs/customer_support_05/run_1.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_05,2,available,builder_customer_support_05_2,builder_runs/customer_support_05/run_2.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
Builder,customer_support_05,3,available,builder_customer_support_05_3,builder_runs/customer_support_05/run_3.json,True,[],True,True,True,True,[],pending,,evaluation-v2,frozen_builder_evaluation_v1
